Time,Fc,Zs,Zus,Zr
4.628,-4.31628,-0.00436501,-0.00454408,-0.00440778
4.63,-4.34311,-0.00438481,-0.00457331,-0.00442756
4.632,-4.36991,-0.00448709,-0.00467558,-0.00452204
4.634,-4.39668,-0.00451176,-0.00470968,-0.00456159
4.636,-4.42342,-0.00454585,-0.00474377,-0.00459895
4.638,-4.45014,-0.00457994,-0.00477786,-0.00462532
4.64,-4.47682,-0.00461403,-0.00481196,-0.00464289
4.642,-4.50348,-0.00467311,-0.00488988,-0.00468025
4.644,-4.53011,-0.00468285,-0.00489962,-0.00469124
4.646,-4.55671,-0.0047072,-0.00492397,-0.00470222
4.648,-4.58327,-0.00470265,-0.00492884,-0.00471321
4.65,-4.60981,-0.00470265,-0.00492884,-0.0047242
4.652,-4.63632,-0.00471271,-0.00494833,-0.00476594
4.654,-4.6628,-0.00471302,-0.00495807,-0.00478132
4.656,-4.68925,-0.00471302,-0.00495807,-0.00479451
4.658,-4.71566,-0.00471334,-0.00496781,-0.0047989
4.66,-4.74205,-0.00471821,-0.00497268,-0.0048011
4.662,-4.7684,-0.00467532,-0.00495807,-0.0048011
4.664,-4.79472,-0.00465616,-0.00494833,-0.0048011
4.666,-4.82101,-0.00464186,-0.00494346,-0.0048011
4.668,-4.84727,-0.00461814,-0.00493859,-0.0048011
4.67,-4.87349,-0.00459929,-0.00493859,-0.0048011
4.672,-4.89968,-0.00455217,-0.00493859,-0.0047989
4.674,-4.92584,-0.00451415,-0.00492884,-0.0047989
4.676,-4.95196,-0.00449043,-0.00492397,-0.0047989
4.678,-4.97805,-0.00446184,-0.00491423,-0.00479451
4.68,-5.00411,-0.0044287,-0.00490936,-0.00479011
4.682,-5.03013,-0.00431952,-0.00488501,-0.00475496
4.684,-5.05611,-0.00427664,-0.0048704,-0.00474397
4.686,-5.08206,-0.00423375,-0.00485579,-0.00473518
4.688,-5.10798,-0.00419574,-0.00484605,-0.00473079
4.69,-5.13386,-0.00411484,-0.0048217,-0.00471541
4.692,-5.1597,-0.00408625,-0.00481196,-0.00469783
4.694,-5.1855,-0.00403849,-0.00479247,-0.00467585
4.696,-5.21127,-0.00399073,-0.00477299,-0.00464729
4.698,-5.23701,-0.00393811,-0.00474864,-0.00461433
4.7,-5.2627,-0.00382798,-0.00469507,-0.00452424
4.702,-5.28836,-0.00372729,-0.00464149,-0.00441218
4.704,-5.31398,-0.00368408,-0.00461714,-0.00435505
4.706,-5.33956,-0.00363114,-0.00458305,-0.00430671
4.708,-5.36511,-0.00358762,-0.00454895,-0.00427155
4.71,-5.39061,-0.00354411,-0.00451486,-0.00423639
4.712,-5.41608,-0.0034522,-0.0044418,-0.00414411
4.714,-5.44151,-0.0033405,-0.00433953,-0.00402106
4.716,-5.46689,-0.00328692,-0.00428595,-0.00395734
4.718,-5.49224,-0.00322848,-0.00422751,-0.00390021
4.72,-5.51755,-0.00317003,-0.00416906,-0.00384967
4.722,-5.54282,-0.00311159,-0.00411062,-0.00379693
4.724,-5.56804,-0.00300931,-0.00400834,-0.00364972
4.726,-5.59323,-0.00287781,-0.00387684,-0.00347173
4.728,-5.61837,-0.00280475,-0.00380378,-0.00339043
4.73,-5.64347,-0.00272683,-0.00372586,-0.00332891
4.732,-5.66853,-0.00265377,-0.0036528,-0.00328277
4.734,-5.69355,-0.00259533,-0.00359436,-0.00323662
4.736,-5.71853,-0.00241025,-0.00340928,-0.00300151
4.738,-5.74346,-0.00231803,-0.00332648,-0.00290703
4.74,-5.76835,-0.00222581,-0.00324369,-0.00283232
4.742,-5.7932,-0.00212872,-0.00315602,-0.00278178
4.744,-5.818,-0.00205079,-0.00307809,-0.00273564
4.746,-5.84276,-0.0018709,-0.00290763,-0.00248515
4.748,-5.86747,-0.00178355,-0.0028297,-0.00237528
4.75,-5.89214,-0.00167672,-0.00273229,-0.0022808
4.752,-5.91676,-0.00156046,-0.00263489,-0.00222147
4.754,-5.94134,-0.00146337,-0.00254722,-0.00216874
4.756,-5.96588,-0.00126463,-0.00237676,-0.00192483
4.758,-5.99037,-0.00118215,-0.0023037,-0.00181497
4.76,-6.01481,-0.00106557,-0.00219655,-0.00172049
4.762,-6.0392,-0.000925281,-0.00208453,-0.00165676
4.764,-6.06355,-0.000784987,-0.00197251,-0.00160183
4.766,-6.08786,-0.000557342,-0.00178257,-0.00134255
4.768,-6.11211,-0.000475178,-0.00171925,-0.00122609
4.77,-6.13632,-0.000349179,-0.0016121,-0.00112721
4.772,-6.16048,-0.000189404,-0.0014806,-0.0010591
4.774,-6.18459,-3.97E-05,-0.00136858,-0.000995377
4.776,-6.20865,0.00022142,-0.00116403,-0.000714123
4.778,-6.23267,0.000303585,-0.00110071,-0.000604258
4.78,-6.25663,0.000439008,-0.000993562,-0.00052076
4.782,-6.28055,0.000584172,-0.000876672,-0.000465828
4.784,-6.30442,0.000743631,-0.000754912,-0.000410895
4.786,-6.32823,0.000874184,-0.000652634,-0.00033399
4.788,-6.352,0.00101416,-0.000550355,-9.45E-05
4.79,-6.37571,0.00111581,-0.000467558,3.30E-05
4.792,-6.39938,0.00126097,-0.000350669,0.00013843
4.794,-6.42299,0.00141588,-0.000224038,0.000228519
4.796,-6.44656,0.00157078,-9.74E-05,0.0003252
4.798,-6.47007,0.00176952,7.31E-05,0.000573495
4.8,-6.49352,0.00195365,0.000228909,0.000839369
4.802,-6.51693,0.00210887,0.00036528,0.00093605
4.804,-6.54029,0.00226409,0.000501651,0.000997574
4.806,-6.56359,0.0023904,0.000618541,0.00103713
4.808,-6.58683,0.00249268,0.000720819,0.00107887
4.81,-6.61003,0.00265309,0.000871802,0.00124807
4.812,-6.63317,0.00293981,0.00113967,0.00145242
4.814,-6.65626,0.00309535,0.00128579,0.0015425
4.816,-6.67929,0.00325544,0.00142703,0.0016304
4.818,-6.70227,0.00336746,0.00153905,0.0017073
4.82,-6.72519,0.00343564,0.00160723,0.0017908
4.822,-6.74806,0.00360548,0.00175821,0.00199075
4.824,-6.77087,0.00393995,0.00204557,0.00215775
4.826,-6.79362,0.00408999,0.00216733,0.00223905
4.828,-6.81632,0.00421112,0.00226961,0.00230277
4.83,-6.83897,0.00428386,0.00233292,0.0023577
4.832,-6.86155,0.00435141,0.00238163,0.00241703
4.834,-6.88408,0.00460277,0.00257644,0.00254447
4.836,-6.90656,0.00489734,0.00279561,0.00270048
4.838,-6.92897,0.00502302,0.00289302,0.00278837
4.84,-6.95133,0.00512891,0.0029612,0.00286967
4.842,-6.97363,0.00521076,0.00301478,0.00293999
4.844,-6.99587,0.00529716,0.00306348,0.00300591
4.846,-7.01805,0.00540304,0.00313167,0.00307622
4.848,-7.04017,0.00566776,0.00330213,0.00322344
4.85,-7.06223,0.00582203,0.00340928,0.00329595
4.852,-7.08424,0.00593765,0.00348721,0.00336846
4.854,-7.10618,0.0060338,0.00354565,0.00343218
4.856,-7.12806,0.00611046,0.00358461,0.0034981
4.858,-7.14988,0.00628814,0.00368689,0.00363433
4.86,-7.17165,0.00653368,0.00384762,0.00376617
4.862,-7.19335,0.00665905,0.00393528,0.0038277
4.864,-7.21498,0.00675519,0.00399373,0.00387384
4.866,-7.23656,0.0068273,0.00403756,0.003909
4.868,-7.25808,0.00688999,0.0040814,0.00394415
4.87,-7.27953,0.00703939,0.00418367,0.00401666
4.872,-7.30092,0.00723749,0.00433466,0.00410456
4.874,-7.32225,0.00733914,0.00441745,0.0041529
4.876,-7.34351,0.00741644,0.0044759,0.00419684
4.878,-7.36471,0.00746482,0.00451486,0.00423639
4.88,-7.38585,0.00750834,0.00454895,0.00427375
4.882,-7.40692,0.00762004,0.00465123,0.00434846
4.884,-7.42793,0.00776065,0.00477299,0.00442097
4.886,-7.44887,0.00782852,0.00483144,0.00445393
4.888,-7.46975,0.00788665,0.00488014,0.00448249
4.89,-7.49057,0.00792562,0.0049191,0.00450007
4.892,-7.51131,0.00795939,0.00494346,0.00451765
4.894,-7.532,0.00802271,0.00500677,0.00455061
4.896,-7.55261,0.00813378,0.00508957,0.00458796
4.898,-7.57316,0.00817243,0.00511879,0.00460554
4.9,-7.59364,0.0082062,0.00514314,0.00461872
4.902,-7.61406,0.00823024,0.00515775,0.00462971
4.904,-7.63441,0.00824453,0.00516262,0.0046385
4.906,-7.65469,0.00825883,0.00516749,0.00464729
4.908,-7.6749,0.00830658,0.00518698,0.00466267
4.91,-7.69505,0.00834005,0.00520159,0.00466926
4.912,-7.71512,0.00836377,0.00520646,0.00467146
4.914,-7.73513,0.00838262,0.00520646,0.00467146
4.916,-7.75507,0.0083823,0.00519672,0.00467146
4.918,-7.77494,0.00838135,0.00516749,0.00467146
4.92,-7.79474,0.00840381,0.0051334,0.00467146
4.922,-7.81447,0.00840805,0.00511879,0.00467146
4.924,-7.83413,0.00840741,0.00509931,0.00467146
4.926,-7.85372,0.00840191,0.00507496,0.00466926
4.928,-7.87324,0.00837206,0.00502625,0.00466487
4.93,-7.89269,0.00835713,0.0050019,0.00466267
4.932,-7.91206,0.00834707,0.00498242,0.00466047
4.934,-7.93137,0.00833702,0.00496294,0.00465608
4.936,-7.9506,0.00832209,0.00493859,0.00464509
4.938,-7.96976,0.00827307,0.00488014,0.00460994
4.94,-7.98885,0.00820488,0.00481196,0.00456159
4.942,-8.00786,0.00817566,0.00478273,0.00453523
4.944,-8.02681,0.00815131,0.00475838,0.00451106
4.946,-8.04568,0.00812696,0.00473403,0.00448689
4.948,-8.06447,0.00806364,0.00467071,0.00442316
4.95,-8.08319,0.00798572,0.00459279,0.00433747
4.952,-8.10184,0.00794188,0.00454895,0.00428693
4.954,-8.12041,0.00790292,0.00450999,0.00424079
4.956,-8.13891,0.00786396,0.00447103,0.00419684
4.958,-8.15734,0.00782986,0.00443693,0.0041507
4.96,-8.17568,0.00770779,0.00430543,0.00396832
4.962,-8.19396,0.00764447,0.00424212,0.00388702
4.964,-8.21215,0.00758603,0.00418367,0.00381012
4.966,-8.23027,0.00754675,0.00413497,0.00375299
4.968,-8.24832,0.00751234,0.00409114,0.00369806
4.97,-8.26628,0.00737534,0.00393528,0.00352667
4.972,-8.28417,0.00730683,0.00385736,0.00346075
4.974,-8.30199,0.00722859,0.00376969,0.00339922
4.976,-8.31972,0.0071747,0.00370637,0.00334649
4.978,-8.33738,0.00713055,0.0036528,0.00329375
4.98,-8.35496,0.0069783,0.00346285,0.00305644
4.982,-8.37246,0.00689032,0.00336545,0.00294878
4.984,-8.38988,0.00679747,0.00326317,0.00284111
4.986,-8.40723,0.00672897,0.00318524,0.00275541
4.988,-8.42449,0.00666989,0.00310732,0.00267851
4.99,-8.44168,0.00651764,0.00291737,0.00245878
4.992,-8.45878,0.0064537,0.00283457,0.00238407
4.994,-8.47581,0.00633649,0.00270794,0.00231595
4.996,-8.49275,0.00623877,0.00260079,0.00226322
4.998,-8.50962,0.00613067,0.00246442,0.00213797
5,-8.5264,0.0061005,0.00240598,0.00205667
5.002,-8.5431,0.00603687,0.00233292,0.00196439
5.004,-8.55973,0.0059294,0.00221603,0.00186551
5.006,-8.57626,0.00582712,0.00211375,0.00175125
5.008,-8.59272,0.00564629,0.00191407,0.00148757
5.01,-8.6091,0.00549923,0.00173873,0.00119094
5.012,-8.62539,0.00541612,0.0016462,0.00105031
5.014,-8.6416,0.00532845,0.00155853,0.000955826
5.016,-8.65773,0.00525963,0.00147086,0.000907485
5.018,-8.67377,0.00519113,0.00139293,0.000872328
5.02,-8.68973,0.00495153,0.00112506,0.000725109
5.022,-8.70561,0.00485868,0.00102278,0.000646006
5.024,-8.7214,0.00474634,0.000901024,0.000551522
5.026,-8.73711,0.00465868,0.000813357,0.000454841
5.028,-8.75273,0.00454666,0.000701338,0.000342779
5.03,-8.76827,0.00425443,0.000409114,-5.71E-05
5.032,-8.78372,0.00414728,0.000301965,-0.000215335
5.034,-8.79909,0.00406449,0.000219168,-0.000344976
5.036,-8.81437,0.00396708,0.00012176,-0.000428474
5.038,-8.82957,0.00388397,2.92E-05,-0.000483406
5.04,-8.84468,0.00363494,-0.00023865,-0.000639414
5.042,-8.8597,0.00352779,-0.000345798,-0.000694347
5.044,-8.87464,0.00339629,-0.000477299,-0.000751477
5.046,-8.88949,0.00329402,-0.000579578,-0.000808606
5.048,-8.90425,0.00312811,-0.000754912,-0.000975601
5.05,-8.91893,0.00305992,-0.000823098,-0.00109206
5.052,-8.93351,0.00296738,-0.000915635,-0.0012239
5.054,-8.94801,0.00285536,-0.00102765,-0.00135573
5.056,-8.96242,0.0027677,-0.00111532,-0.00148537
5.058,-8.97675,0.00251931,-0.00136371,-0.00174685
5.06,-8.99098,0.00233878,-0.00155366,-0.00199295
5.062,-9.00512,0.0022508,-0.00165107,-0.00209183
5.064,-9.01918,0.00216313,-0.00173873,-0.00215116
5.066,-9.03314,0.00205567,-0.00185562,-0.00217533
5.068,-9.04702,0.0019823,-0.00193842,-0.00219071
5.07,-9.06081,0.00191411,-0.0020066,-0.00222367
5.072,-9.0745,0.00174333,-0.00218681,-0.00236429
5.074,-9.08811,0.00166996,-0.00226961,-0.00247196
5.076,-9.10162,0.00155307,-0.0023865,-0.00259062
5.078,-9.11504,0.00146053,-0.00247903,-0.00270268
5.08,-9.12837,0.00135825,-0.00258131,-0.00281035
5.082,-9.14161,0.00115857,-0.002781,-0.00302568
5.084,-9.15476,0.000919918,-0.00301965,-0.0033355
5.086,-9.16782,0.000846546,-0.00310244,-0.003419
5.088,-9.18078,0.000787786,-0.00317063,-0.00345855
5.09,-9.19365,0.000704673,-0.00326317,-0.00345196
5.092,-9.20643,0.000529338,-0.0034385,-0.00344976
5.094,-9.21911,0.000446542,-0.0035213,-0.00347393
5.096,-9.23171,0.000368615,-0.00359923,-0.00352447
5.098,-9.2442,0.000324782,-0.00364306,-0.00359918
5.1,-9.25661,0.000256596,-0.00371124,-0.00369146
5.102,-9.26892,0.000100743,-0.0038671,-0.00388263
5.104,-9.28113,-6.49E-05,-0.00403269,-0.00406501
5.106,-9.29325,-0.000142777,-0.00411062,-0.00414191
5.108,-9.30528,-0.000210962,-0.0041788,-0.00419025
5.11,-9.31721,-0.000264537,-0.00423238,-0.00421442
5.112,-9.32905,-0.000313241,-0.00428108,-0.004232
5.114,-9.34079,-0.00040154,-0.00438823,-0.00428913
5.116,-9.35243,-0.0005233,-0.00450999,-0.00437043
5.118,-9.36398,-0.000581745,-0.00456844,-0.00441218
5.12,-9.37543,-0.000625578,-0.00461227,-0.00445173
5.122,-9.38679,-0.000688894,-0.00467558,-0.00448029
5.124,-9.39805,-0.000732727,-0.00471942,-0.00450666
5.126,-9.40921,-0.00076195,-0.00474864,-0.00453523
5.128,-9.42028,-0.000849617,-0.00483631,-0.00460774
5.13,-9.43124,-0.000869098,-0.00485579,-0.00464949
5.132,-9.44211,-0.000917802,-0.00490449,-0.00468904
5.134,-9.45289,-0.000947025,-0.00493372,-0.0047176
5.136,-9.46356,-0.000971377,-0.00495807,-0.00473738
5.138,-9.47414,-0.00104443,-0.00503112,-0.00475935
5.14,-9.48461,-0.00111749,-0.00510418,-0.00477034
5.142,-9.49499,-0.0011321,-0.00511879,-0.00477034
5.144,-9.50527,-0.00114671,-0.0051334,-0.00477034
5.146,-9.51545,-0.00114184,-0.00512853,-0.00477034
5.148,-9.52553,-0.00115645,-0.00514314,-0.00477693
5.15,-9.53551,-0.00116132,-0.00514801,-0.00478132
5.152,-9.54539,-0.00117106,-0.00515775,-0.00478572
5.154,-9.55517,-0.00117593,-0.00516262,-0.00478792
5.156,-9.56485,-0.0011808,-0.00516749,-0.00478792
5.158,-9.57443,-0.00117106,-0.00515775,-0.00478572
5.16,-9.58391,-0.00114671,-0.0051334,-0.00478572
5.162,-9.59329,-0.0011321,-0.00511879,-0.00478572
5.164,-9.60257,-0.00112236,-0.00510905,-0.00478352
5.166,-9.61174,-0.00110775,-0.00509444,-0.00477913
5.168,-9.62082,-0.00106423,-0.00506035,-0.00475935
5.17,-9.62979,-0.00102527,-0.00502138,-0.00473298
5.172,-9.63866,-0.000996361,-0.0050019,-0.0047198
5.174,-9.64742,-0.000976879,-0.00498242,-0.00471101
5.176,-9.65609,-0.000947973,-0.00496294,-0.00470222
5.178,-9.66465,-0.000914196,-0.00493859,-0.00468904
5.18,-9.67311,-0.00079857,-0.00486066,-0.00460115
5.182,-9.68147,-0.000759923,-0.00483144,-0.0045572
5.184,-9.68972,-0.000711851,-0.00480221,-0.00451325
5.186,-9.69787,-0.000673204,-0.00477299,-0.0044781
5.188,-9.70591,-0.000634557,-0.00474377,-0.00443855
5.19,-9.71385,-0.000504636,-0.00466097,-0.00428254
5.192,-9.72169,-0.000446823,-0.00462201,-0.00422101
5.194,-9.72942,-0.000393565,-0.00457818,-0.00416608
5.196,-9.73705,-0.000340306,-0.00453434,-0.00412873
5.198,-9.74457,-0.000277623,-0.00449051,-0.00409137
5.2,-9.75199,-0.0001422,-0.00438336,-0.00391339
5.202,-9.7593,-7.43E-05,-0.00432492,-0.00383429
5.204,-9.76651,-1.59E-06,-0.0042616,-0.00376178
5.206,-9.77361,7.11E-05,-0.00419828,-0.00370904
5.208,-9.7806,0.00014876,-0.0041301,-0.00365631
5.21,-9.78749,0.000318908,-0.00396938,-0.00343218
5.212,-9.79428,0.000387094,-0.00390119,-0.0033399
5.214,-9.80095,0.00046989,-0.00381839,-0.0032586
5.216,-9.80752,0.000552687,-0.0037356,-0.00320366
5.218,-9.81399,0.000649779,-0.00364793,-0.00315313
5.22,-9.82034,0.000732576,-0.00356513,-0.0030916
5.222,-9.82659,0.000839725,-0.00345798,-0.00290703
5.224,-9.83273,0.000922522,-0.00337519,-0.00279497
5.226,-9.83877,0.00101506,-0.00328265,-0.0026895
5.228,-9.84469,0.00112189,-0.00318524,-0.002606
5.23,-9.85051,0.00124334,-0.00307322,-0.0025203
5.232,-9.85622,0.00138458,-0.00293198,-0.00230716
5.234,-9.86182,0.00163752,-0.00268846,-0.00192044
5.236,-9.86731,0.00176384,-0.00257157,-0.00181497
5.238,-9.8727,0.00190476,-0.00244007,-0.00175345
5.24,-9.87797,0.0019973,-0.00234753,-0.00174026
5.242,-9.88314,0.00213854,-0.00220629,-0.0017095
5.244,-9.8882,0.0022116,-0.00213324,-0.00166775
5.246,-9.89314,0.00230901,-0.00203583,-0.00158865
5.248,-9.89798,0.00242558,-0.00192868,-0.00148318
5.25,-9.90271,0.00257106,-0.00180205,-0.0013843
5.252,-9.90733,0.00286752,-0.00152444,-0.00115798
5.254,-9.91184,0.00308087,-0.00133936,-0.000845961
5.256,-9.91624,0.00316367,-0.00125656,-0.000670177
5.258,-9.92052,0.00328024,-0.00114941,-0.000529549
5.26,-9.9247,0.00342085,-0.00102765,-0.000437263
5.262,-9.92876,0.00357576,-0.000901024,-0.000373541
5.264,-9.93272,0.00381346,-0.000691597,-0.000232914
5.266,-9.93656,0.00400764,-0.000516262,-4.61E-05
5.268,-9.94029,0.00412422,-0.000409114,3.74E-05
5.27,-9.94392,0.00428918,-0.000263002,0.00010547
5.272,-9.94742,0.00445869,-0.00012176,0.000169192
5.274,-9.95082,0.00459899,-9.74E-06,0.00025269
5.276,-9.95411,0.00487046,0.000224038,0.000641612
5.278,-9.95728,0.00502082,0.000355539,0.000775647
5.28,-9.96034,0.00518059,0.00048704,0.000898696
5.282,-9.96329,0.00534555,0.000633152,0.000988785
5.284,-9.96612,0.00549103,0.000759782,0.00107228
5.286,-9.96885,0.00582064,0.00104227,0.00138869
5.288,-9.97146,0.00594177,0.00114454,0.00149197
5.29,-9.97395,0.0061116,0.00129553,0.00155569
5.292,-9.97634,0.0062574,0.0014319,0.00158865
5.294,-9.97861,0.00640775,0.0015634,0.0016238
5.296,-9.98076,0.00655323,0.00169003,0.00168313
5.298,-9.98281,0.00670326,0.00181179,0.00190726
5.3,-9.98474,0.00685848,0.00194816,0.00200833
5.302,-9.98655,0.00701857,0.0020894,0.00211161
5.304,-9.98825,0.00721699,0.00225012,0.00221268
5.306,-9.98984,0.00734299,0.00235727,0.00232474
5.308,-9.99131,0.00750277,0.00248877,0.00258622
5.31,-9.99267,0.00777361,0.00270307,0.00279057
5.312,-9.99391,0.007948,0.00284918,0.00287846
5.314,-9.99504,0.00807368,0.00294659,0.00293779
5.316,-9.99605,0.00817565,0.00303913,0.00297734
5.318,-9.99695,0.00826755,0.00311219,0.00302129
5.32,-9.99773,0.00845105,0.00324856,0.00313335
5.322,-9.9984,0.00870304,0.00346285,0.00324981
5.324,-9.99895,0.00886282,0.00359436,0.00332232
5.326,-9.99938,0.00899337,0.00369663,0.00339483
5.328,-9.9997,0.0090658,0.00375021,0.00346514
5.33,-9.99991,0.00914341,0.00381839,0.00352886
5.332,-10,0.00924961,0.00389632,0.00359698
5.334,-9.99997,0.00948181,0.0040814,0.0037464
5.336,-9.99982,0.00960749,0.0041788,0.0038255
5.338,-9.99956,0.00970395,0.00424699,0.00389362
5.34,-9.99918,0.00980559,0.00432979,0.00395075
5.342,-9.99869,0.00988744,0.00438336,0.00400568
5.344,-9.99808,0.0100566,0.00451486,0.00411335
5.346,-9.99735,0.0103126,0.00470481,0.00424958
5.348,-9.99651,0.0103944,0.00475838,0.00429352
5.35,-9.99554,0.0104571,0.00480221,0.00431769
5.352,-9.99446,0.01051,0.00483631,0.00432868
5.354,-9.99327,0.0106211,0.0049191,0.00436384
5.356,-9.99195,0.0106838,0.00496294,0.00438581
5.358,-9.99052,0.0107513,0.00501164,0.00440998
5.36,-9.98897,0.0108286,0.00507009,0.00443855
5.362,-9.9873,0.0108819,0.00511392,0.0044759
5.364,-9.98552,0.0109735,0.00517724,0.00455061
5.366,-9.98362,0.0110459,0.00523081,0.00462312
5.368,-9.98159,0.011094,0.00526003,0.00465168
5.37,-9.97945,0.0111232,0.00528925,0.00466926
5.372,-9.9772,0.0111619,0.00531848,0.00467585
5.374,-9.97482,0.0111956,0.00534283,0.00467805
5.376,-9.97232,0.0112197,0.00535744,0.00468025
5.378,-9.96971,0.0112388,0.00536718,0.00468684
5.38,-9.96698,0.0112486,0.00537692,0.00468904
