Time - Fc (N),Amplitude - Fc (N),"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
23.498,-9.96767,23.498,0.00258842,23.498,6.82E-05,23.498,0.00255633
23.5,-9.95488,23.5,0.00281254,23.5,0.000107149,23.5,0.0024068
23.502,-9.93997,23.502,0.00370245,23.502,0.000185075,23.502,0.00195694
23.504,-9.92294,23.504,0.00394855,23.504,0.000331187,23.504,0.00198053
23.506,-9.90379,23.506,0.00412433,23.506,0.000501651,23.506,0.00202847
23.508,-9.88253,23.508,0.00421222,23.508,0.00060393,23.508,0.00201765
23.51,-9.85917,23.51,0.00425837,23.51,0.000686726,23.51,0.00199677
23.512,-9.83369,23.512,0.0043924,23.512,0.000657504,23.512,0.00169423
23.514,-9.80612,23.514,0.00443195,23.514,0.000720819,23.514,0.00171985
23.516,-9.77646,23.516,0.00442097,23.516,0.000837709,23.516,0.00180846
23.518,-9.74471,23.518,0.0043946,23.518,0.000891283,23.518,0.00183376
23.52,-9.71087,23.52,0.00437043,23.52,0.00101304,23.52,0.00195552
23.522,-9.67496,23.522,0.00429572,23.522,0.00102765,23.522,0.00201726
23.524,-9.63698,23.524,0.00425397,23.524,0.00104227,23.524,0.00206957
23.526,-9.59694,23.526,0.00419684,23.526,0.00114941,23.526,0.00223327
23.528,-9.55485,23.528,0.00411335,23.528,0.00123708,23.528,0.00240576
23.53,-9.51072,23.53,0.00397931,23.53,0.00127117,23.53,0.00254352
23.532,-9.46455,23.532,0.00377496,23.532,0.00131014,23.532,0.00267673
23.534,-9.41635,23.534,0.00312456,23.534,0.00127604,23.534,0.00284999
23.536,-9.36614,23.536,0.00269389,23.536,0.0013004,23.536,0.00300629
23.538,-9.31393,23.538,0.00223465,23.538,0.00133449,23.538,0.00318175
23.54,-9.25971,23.54,0.00183035,23.54,0.00133936,23.54,0.00334684
23.542,-9.20352,23.542,0.00145681,23.542,0.00138806,23.542,0.00357462
23.544,-9.14535,23.544,0.000705333,23.544,0.00135397,23.544,0.00394579
23.546,-9.08522,23.546,-0.000413092,23.546,0.00130527,23.546,0.0045851
23.548,-9.02314,23.548,-0.000731701,23.548,0.00125656,23.548,0.00479086
23.55,-8.95913,23.55,-0.00093605,23.55,0.00115428,23.55,0.00494305
23.552,-8.8932,23.552,-0.00104372,23.552,0.00110071,23.552,0.00514395
23.554,-8.82535,23.554,-0.00124147,23.554,0.00104227,23.554,0.00564157
23.556,-8.75562,23.556,-0.00139309,23.556,0.000998432,23.556,0.00587105
23.558,-8.684,23.558,-0.00160403,23.558,0.000915635,23.558,0.00604273
23.56,-8.61051,23.56,-0.00182376,23.56,0.000793875,23.56,0.00615659
23.562,-8.53518,23.562,-0.00208963,23.562,0.00060393,23.562,0.00621169
23.564,-8.45802,23.564,-0.00281694,23.564,0.000443206,23.564,0.00650335
23.566,-8.37903,23.566,-0.00373102,23.566,0.000150982,23.566,0.00658812
23.568,-8.29824,23.568,-0.00415509,23.568,4.87E-05,23.568,0.00663664
23.57,-8.21567,23.57,-0.00446272,23.57,-4.87E-05,23.57,0.0066806
23.572,-8.13133,23.572,-0.00466047,23.572,-0.000150982,23.572,0.0067197
23.574,-8.04524,23.574,-0.00476814,23.574,-0.000253261,23.574,0.00675879
23.576,-7.95742,23.576,-0.00479671,23.576,-0.000224038,23.576,0.00690111
23.578,-7.86789,23.578,-0.00468025,23.578,-0.000258131,23.578,0.00702724
23.58,-7.77666,23.58,-0.0045594,23.58,-0.000301965,23.58,0.00703995
23.582,-7.68375,23.582,-0.00442316,23.582,-0.000345798,23.582,0.0070244
23.584,-7.58919,23.584,-0.00429572,23.584,-0.000457818,23.584,0.00691238
23.586,-7.49299,23.586,-0.00418586,23.586,-0.000457818,23.586,0.00691238
23.588,-7.39518,23.588,-0.00397711,23.588,-0.000501651,23.588,0.00680257
23.59,-7.29577,23.59,-0.00360357,23.59,-0.000535744,23.59,0.00648573
23.592,-7.19479,23.592,-0.00347173,23.592,-0.000555226,23.592,0.0063343
23.594,-7.09225,23.594,-0.00335528,23.594,-0.000628282,23.594,0.00611045
23.596,-6.98818,23.596,-0.00324981,23.596,-0.000633152,23.596,0.00594536
23.598,-6.88261,23.598,-0.00288066,23.598,-0.000681856,23.598,0.00554794
23.6,-6.77554,23.6,-0.0026016,23.6,-0.000706208,23.6,0.00531624
23.602,-6.66701,23.602,-0.00227201,23.602,-0.000720819,23.602,0.00507543
23.604,-6.55704,23.604,-0.00193143,23.604,-0.000711078,23.604,0.00484955
23.606,-6.44565,23.606,-0.00156008,23.606,-0.000681856,23.606,0.00465258
23.608,-6.33286,23.608,-0.000621836,23.608,-0.000555226,23.608,0.00427027
23.61,-6.21871,23.61,0.000450447,23.61,-0.00048704,23.61,0.00380124
23.612,-6.10321,23.612,0.000933853,23.612,-0.000399373,23.612,0.00360617
23.614,-5.98638,23.614,0.00132058,23.614,-0.000297094,23.614,0.00341628
23.616,-5.86826,23.616,0.00159524,23.616,-0.000224038,23.616,0.00319716
23.618,-5.74886,23.618,0.00180398,23.618,-0.000175334,23.618,0.0029537
23.62,-5.62822,23.62,0.00222586,23.62,-0.000131501,23.62,0.00236607
23.622,-5.50636,23.622,0.00262358,23.622,0.000112019,23.622,0.0020064
23.624,-5.3833,23.624,0.00278398,23.624,0.000219168,23.624,0.00184023
23.626,-5.25907,23.626,0.00293779,23.626,0.000350669,23.626,0.00168899
23.628,-5.1337,23.628,0.00310039,23.628,0.000472429,23.628,0.00152801
23.63,-5.00721,23.63,0.00330913,23.63,0.000526003,23.63,0.00130826
23.632,-4.87964,23.632,0.00394855,23.632,0.00072569,23.632,0.000838787
23.634,-4.751,23.634,0.00421003,23.634,0.00084745,23.634,0.000790901
23.636,-4.62133,23.636,0.00442316,23.636,0.000915635,23.636,0.00070829
23.638,-4.49065,23.638,0.00453523,23.638,0.000993562,23.638,0.000654269
23.64,-4.35899,23.64,0.00458137,23.64,0.00100817,23.64,0.000536933
23.642,-4.22638,23.642,0.00449348,23.642,0.000988691,23.642,0.000328955
23.644,-4.09285,23.644,0.00441438,23.644,0.0010033,23.644,0.000343566
23.646,-3.95843,23.646,0.00433527,23.646,0.00100817,23.646,0.000357862
23.648,-3.82314,23.648,0.00426496,23.648,0.00102278,23.648,0.000410172
23.65,-3.68701,23.65,0.00413752,23.65,0.000983821,23.65,0.000484306
23.652,-3.55008,23.652,0.0040716,23.652,0.000954598,23.652,0.000539907
23.654,-3.41237,23.654,0.0039837,23.654,0.000886413,23.654,0.000575394
23.656,-3.27391,23.656,0.00385846,23.656,0.00085719,23.656,0.00065927
23.658,-3.13474,23.658,0.00367389,23.658,0.000862061,23.658,0.000786662
23.66,-2.99487,23.66,0.00306743,23.66,0.000837709,23.66,0.00105448
23.662,-2.85435,23.662,0.00219291,23.662,0.000740301,23.662,0.00124924
23.664,-2.7132,23.664,0.00175125,23.664,0.000691597,23.664,0.00134191
23.666,-2.57145,23.666,0.00135573,23.666,0.000647763,23.666,0.00143945
23.668,-2.42913,23.668,0.0010613,23.668,0.000647763,23.668,0.00159967
23.67,-2.28628,23.67,0.000810804,23.67,0.000657504,23.67,0.00176963
23.672,-2.14292,23.672,0.00027686,23.672,0.000745171,23.672,0.00220602
23.674,-1.99908,23.674,-0.000279057,23.674,0.000667245,23.674,0.00247681
23.676,-1.85481,23.676,-0.000560312,23.676,0.000623411,23.676,0.00260262
23.678,-1.71011,23.678,-0.00082179,23.678,0.000511392,23.678,0.00266025
23.68,-1.56504,23.68,-0.00107009,23.68,0.000448077,23.68,0.00275715
23.682,-1.41962,23.682,-0.00135354,23.682,0.000462688,23.682,0.00294141
23.684,-1.27387,23.684,-0.00254008,23.684,0.000413984,23.684,0.00339222
23.686,-1.12784,23.686,-0.00296636,23.686,0.000301965,23.686,0.00344042
23.688,-0.981552,23.688,-0.0033333,23.688,0.000204557,23.688,0.00350324
23.69,-0.835039,23.69,-0.00359259,23.69,0.000107149,23.69,0.00356605
23.692,-0.688333,23.692,-0.00376837,23.692,1.46E-05,23.692,0.00361488
23.694,-0.541466,23.694,-0.00405841,23.694,-0.000102278,23.694,0.00388441
23.696,-0.39447,23.696,-0.0040694,23.696,-0.000214298,23.696,0.00388549
23.698,-0.247375,23.698,-0.00404743,23.698,-0.000326317,23.698,0.00387714
23.7,-0.100215,23.7,-0.00401666,23.7,-0.000399373,23.7,0.00388891
23.702,0.0469791,23.702,-0.00405841,23.702,-0.00049191,23.702,0.0039189
23.704,0.194175,23.704,-0.00412873,23.704,-0.000569837,23.704,0.00386924
23.706,0.341342,23.706,-0.00420124,23.706,-0.000594189,23.706,0.00385432
23.708,0.488447,23.708,-0.00425178,23.708,-0.000623411,23.708,0.00380624
23.71,0.635458,23.71,-0.00426716,23.71,-0.000711078,23.71,0.0036903
23.712,0.782344,23.712,-0.00415949,23.712,-0.000769523,23.712,0.00352819
23.714,0.929072,23.714,-0.0039046,23.714,-0.000881542,23.714,0.0032371
23.716,1.07561,23.716,-0.00373541,23.716,-0.000866931,23.716,0.00313861
23.718,1.22193,23.718,-0.00354644,23.718,-0.000876672,23.718,0.00300635
23.72,1.36799,23.72,-0.0033399,23.72,-0.000871802,23.72,0.00286984
23.722,1.51378,23.722,-0.0030938,23.722,-0.000901024,23.722,0.0026804
23.724,1.65924,23.724,-0.00205228,23.724,-0.000964339,23.724,0.00204217
23.726,1.80436,23.726,-0.00166775,23.726,-0.000925376,23.726,0.00185494
23.728,1.94909,23.728,-0.00133376,23.728,-0.00085719,23.728,0.00167808
23.73,2.09342,23.73,-0.00109645,23.73,-0.000823098,23.73,0.00144828
23.732,2.2373,23.732,-0.000894301,23.732,-0.000784134,23.732,0.0012045
23.734,2.38071,23.734,-5.93E-05,23.734,-0.000818227,23.734,0.000209076
23.736,2.52361,23.736,0.000210941,23.736,-0.000774394,23.736,-0.000105233
23.738,2.66598,23.738,0.000465828,23.738,-0.000652634,23.738,-0.000360465
23.74,2.80778,23.74,0.000689952,23.74,-0.000550355,23.74,-0.000663453
23.742,2.94898,23.742,0.00127663,23.742,-0.000477299,23.742,-0.00141035
23.744,3.08955,23.744,0.00166336,23.744,-0.000462688,23.744,-0.00176331
23.746,3.22946,23.746,0.00205667,23.746,-0.000428595,23.746,-0.00207794
23.748,3.36868,23.748,0.00236429,23.748,-0.000214298,23.748,-0.00214638
23.75,3.50718,23.75,0.00266532,23.75,2.44E-05,23.75,-0.0021622
23.752,3.64493,23.752,0.00334649,23.752,0.000267872,23.752,-0.00247474
23.754,3.7819,23.754,0.0039837,23.754,0.000287354,23.754,-0.0030019
23.756,3.91805,23.756,0.00420124,23.756,0.000409114,23.756,-0.00309691
23.758,4.05336,23.758,0.00431989,23.758,0.000618541,23.758,-0.00307598
23.76,4.18781,23.76,0.00434186,23.76,0.000676986,23.76,-0.00318718
23.762,4.32135,23.762,0.00433088,23.762,0.000686726,23.762,-0.00332824
23.764,4.45396,23.764,0.00434846,23.764,0.000706208,23.764,-0.0035538
23.766,4.58561,23.766,0.00440998,23.766,0.000696467,23.766,-0.00366722
23.768,4.71628,23.768,0.00439899,23.768,0.000715949,23.768,-0.00366658
23.77,4.84593,23.77,0.00438581,23.77,0.000823098,23.77,-0.00355001
23.772,4.97453,23.772,0.00437043,23.772,0.00085232,23.772,-0.00347366
23.774,5.10206,23.774,0.00434406,23.774,0.000837709,23.774,-0.00341288
23.776,5.22848,23.776,0.00419904,23.776,0.000715949,23.776,-0.00339326
23.778,5.35378,23.778,0.00388263,23.778,0.000769523,23.778,-0.00309464
23.78,5.47792,23.78,0.0036607,23.78,0.000720819,23.78,-0.0030114
23.782,5.60088,23.782,0.00341241,23.782,0.000706208,23.782,-0.00290349
23.784,5.72262,23.784,0.00315313,23.784,0.000691597,23.784,-0.00277673
23.786,5.84313,23.786,0.00286967,23.786,0.000657504,23.786,-0.00266003
23.788,5.96237,23.788,0.0017864,23.788,0.000696467,23.788,-0.00215925
23.79,6.08032,23.79,0.00135573,23.79,0.000701338,23.79,-0.00200358
23.792,6.19696,23.792,0.000955826,23.792,0.000657504,23.792,-0.00189662
23.794,6.31225,23.794,0.000654795,23.794,0.000711078,23.794,-0.00169225
23.796,6.42617,23.796,0.000419684,23.796,0.000696467,23.796,-0.00155606
23.798,6.53869,23.798,-0.000314214,23.798,0.000750042,23.798,-0.00105952
23.8,6.6498,23.8,-0.000569101,23.8,0.000803616,23.8,-0.000864574
23.802,6.75947,23.802,-0.000795423,23.802,0.000774394,23.802,-0.000771274
23.804,6.86766,23.804,-0.000979996,23.804,0.000759782,23.804,-0.000672787
23.806,6.97437,23.806,-0.00145901,23.806,0.000740301,23.806,-0.000466074
23.808,7.07956,23.808,-0.0017908,23.808,0.000774394,23.808,-0.000347158
23.81,7.18321,23.81,-0.00218631,23.81,0.000798746,23.81,-0.000228558
23.812,7.28529,23.812,-0.00255766,23.812,0.000798746,23.812,-0.000153159
23.814,7.3858,23.814,-0.00289604,23.814,0.000789005,23.814,-9.69E-05
23.816,7.48469,23.816,-0.00353985,23.816,0.000740301,23.816,-1.37E-05
23.818,7.58196,23.818,-0.00410895,23.818,0.000676986,23.818,3.61E-05
23.82,7.67758,23.82,-0.00431989,23.82,0.000662374,23.82,7.80E-05
23.822,7.77152,23.822,-0.00442756,23.822,0.000652634,23.822,0.000105995
23.824,7.86377,23.824,-0.00444734,23.824,0.0006088,23.824,0.00011871
23.826,7.95431,23.826,-0.00437263,23.826,0.000540614,23.826,0.000173047
23.828,8.04311,23.828,-0.00427155,23.828,0.000428595,23.828,0.000145851
23.83,8.13016,23.83,-0.0042342,23.83,0.000326317,23.83,8.13E-05
23.832,8.21544,23.832,-0.00421662,23.832,0.000263002,23.832,4.62E-05
23.834,8.29892,23.834,-0.00421442,23.834,0.000170464,23.834,-3.69E-05
23.836,8.3806,23.836,-0.00421003,23.836,4.87E-06,23.836,-0.00019305
23.838,8.46044,23.838,-0.00400348,23.838,-0.000345798,23.838,-0.000581418
23.84,8.53843,23.84,-0.00386066,23.84,-0.000448077,23.84,-0.000711971
23.842,8.61456,23.842,-0.00369586,23.842,-0.000564966,23.842,-0.00086656
23.844,8.68881,23.844,-0.00352007,23.844,-0.000706208,23.844,-0.00107378
23.846,8.76116,23.846,-0.00330254,23.846,-0.000798746,23.846,-0.00125114
23.848,8.83159,23.848,-0.00228519,23.848,-0.00106662,23.848,-0.00181118
23.85,8.9001,23.85,-0.00185892,23.85,-0.00115428,23.85,-0.00203079
23.852,8.96665,23.852,-0.00147439,23.852,-0.00119325,23.852,-0.00222055
23.854,9.03124,23.854,-0.00119313,23.854,-0.0012176,23.854,-0.00242397
23.856,9.09386,23.856,-0.000955826,23.856,-0.00125169,23.856,-0.00265599
23.858,9.15449,23.858,-8.57E-05,23.858,-0.00128579,23.858,-0.00343464
23.86,9.21311,23.86,0.00019556,23.86,-0.00124195,23.86,-0.00367355
23.862,9.26971,23.862,0.000424079,23.862,-0.00118351,23.862,-0.0039167
23.864,9.32428,23.864,0.000608652,23.864,-0.00110071,23.864,-0.00412607
23.866,9.37681,23.866,0.00110085,23.866,-0.000993562,23.866,-0.00465038
23.868,9.42729,23.868,0.00144582,23.868,-0.000964339,23.868,-0.00492276
23.87,9.47569,23.87,0.00181497,23.87,-0.000954598,23.87,-0.00523346
23.872,9.52202,23.872,0.00211161,23.872,-0.000827968,23.872,-0.00540842
23.874,9.56626,23.874,0.00242142,23.874,-0.000638022,23.874,-0.00548237
23.876,9.6084,23.876,0.0031729,23.876,-0.000526003,23.876,-0.00591699
23.878,9.64843,23.878,0.00386945,23.878,-0.000477299,23.878,-0.0063301
23.88,9.68634,23.88,0.00414411,23.88,-0.000399373,23.88,-0.00644067
23.882,9.72213,23.882,0.00430891,23.882,-0.00023865,23.882,-0.00644959
23.884,9.75578,23.884,0.00437702,23.884,-0.00023865,23.884,-0.00660981
23.886,9.78729,23.886,0.00438361,23.886,-0.000282483,23.886,-0.00676675
23.888,9.81664,23.888,0.0043924,23.888,-0.000306835,23.888,-0.00698902
23.89,9.84384,23.89,0.0043946,23.89,-0.000345798,23.89,-0.00702798
23.892,9.86887,23.892,0.00438801,23.892,-0.000340928,23.892,-0.00702311
23.894,9.89174,23.894,0.00438142,23.894,-0.000258131,23.894,-0.00690262
23.896,9.91242,23.896,0.00437482,23.896,-0.00024839,23.896,-0.00681748
23.898,9.93093,23.898,0.00425837,23.898,-0.000336058,23.898,-0.00665067
23.9,9.94725,23.9,0.00417487,23.9,-0.000311706,23.9,-0.00649437
23.902,9.96138,23.902,0.00406501,23.902,-0.00024352,23.902,-0.00627539
23.904,9.97331,23.904,0.00392658,23.904,-0.000258131,23.904,-0.00617691
23.906,9.98305,23.906,0.00373541,23.906,-0.00023865,23.906,-0.00602548
23.908,9.99059,23.908,0.00348492,23.908,-0.000219168,23.908,-0.00586462
23.91,9.99593,23.91,0.0027708,23.91,-0.000131501,23.91,-0.00549421
23.912,9.99906,23.912,0.00231376,23.912,-0.00011689,23.912,-0.00534765
23.914,9.99999,23.914,0.00183914,23.914,-7.79E-05,23.914,-0.00516732
23.916,9.99872,23.916,0.00140407,23.916,-3.41E-05,23.916,-0.00499154
23.918,9.99524,23.918,0.000999772,23.918,-9.74E-06,23.918,-0.00482581
23.92,9.98955,23.92,0.000241703,23.92,0.000141242,23.92,-0.00439209
23.922,9.98166,23.922,-0.000804212,23.922,0.000306835,23.922,-0.00383065
23.924,9.97156,23.924,-0.00108547,23.924,0.000336058,23.924,-0.00366006
23.926,9.95927,23.926,-0.00125905,23.926,0.00036528,23.926,-0.00348946
23.928,9.94477,23.928,-0.00134694,23.928,0.000428595,23.928,-0.00328478
23.93,9.92808,23.93,-0.00153591,23.93,0.000618541,23.93,-0.00282151
23.932,9.90919,23.932,-0.00169192,23.932,0.000691597,23.932,-0.00261651
23.934,9.88811,23.934,-0.00189847,23.934,0.000740301,23.934,-0.00245471
23.936,9.86485,23.936,-0.002116,23.936,0.000715949,23.936,-0.00237539
23.938,9.8394,23.938,-0.00237748,23.938,0.000676986,23.938,-0.00231068
23.94,9.81178,23.94,-0.00309819,23.94,0.000750042,23.94,-0.0020397
23.942,9.78198,23.942,-0.00397052,23.942,0.000711078,23.942,-0.00190902
23.944,9.75003,23.944,-0.00435725,23.944,0.000706208,23.944,-0.00184791
23.946,9.71591,23.946,-0.00462751,23.946,0.000686726,23.946,-0.00178257
23.948,9.67964,23.948,-0.00479011,23.948,0.000633152,23.948,-0.0017419
23.95,9.64123,23.95,-0.00486482,23.95,0.000589318,23.95,-0.00171033
23.952,9.60068,23.952,-0.00465608,23.952,0.00060393,23.952,-0.00140355
23.954,9.55801,23.954,-0.00445832,23.954,0.000579578,23.954,-0.00134308
23.956,9.51321,23.956,-0.00425178,23.956,0.000467558,23.956,-0.00138913
23.958,9.46631,23.958,-0.0040716,23.958,0.000321446,23.958,-0.00145042
23.96,9.41731,23.96,-0.00393317,23.96,0.00023865,23.96,-0.00144839
23.962,9.36622,23.962,-0.00369146,23.962,-4.38E-05,23.962,-0.00160835
23.964,9.31305,23.964,-0.0036585,23.964,-0.000160723,23.964,-0.00167812
23.966,9.25781,23.966,-0.00362994,23.966,-0.000263002,23.966,-0.00178982
23.968,9.20052,23.968,-0.00358599,23.968,-0.000399373,23.968,-0.00195446
23.97,9.14119,23.97,-0.00347833,23.97,-0.000521133,23.97,-0.00209507
23.972,9.07982,23.972,-0.00282573,23.972,-0.000832838,23.972,-0.00255758
23.974,9.01644,23.974,-0.0025203,23.974,-0.00084745,23.974,-0.00263816
23.976,8.95105,23.976,-0.00216874,23.976,-0.000920506,23.976,-0.00280547
23.978,8.88368,23.978,-0.00179959,23.978,-0.000993562,23.978,-0.00300104
23.98,8.81433,23.98,-0.00139529,23.98,-0.00103252,23.98,-0.00317195
23.982,8.74302,23.982,8.35E-05,23.982,-0.00107636,23.982,-0.00372473
23.984,8.66976,23.984,0.000586679,23.984,-0.00101304,23.984,-0.00385933
23.986,8.59457,23.986,0.00102834,23.986,-0.000891283,23.986,-0.00395434
23.988,8.51748,23.988,0.00136892,23.988,-0.000823098,23.988,-0.00415005
23.99,8.43848,23.99,0.00183475,23.99,-0.000779264,23.99,-0.00469056
23.992,8.35761,23.992,0.00200833,23.992,-0.000774394,23.992,-0.00498728
23.994,8.27487,23.994,0.00216874,23.994,-0.000672115,23.994,-0.00518659
23.996,8.19029,23.996,0.00232255,23.996,-0.000506522,23.996,-0.00530374
23.998,8.10388,23.998,0.00246317,23.998,-0.000423725,23.998,-0.00553197
24,8.01567,24,0.00281914,24,-0.000175334,24,-0.00587734
24.002,7.92567,24.002,0.00337725,24.002,4.87E-06,24.002,-0.00620607
24.004,7.8339,24.004,0.00366949,24.004,8.28E-05,24.004,-0.00635434
24.006,7.74038,24.006,0.00393756,24.006,0.000180205,24.006,-0.006436
24.008,7.64514,24.008,0.0041507,24.008,0.000355539,24.008,-0.00640204
24.01,7.54819,24.01,0.00432868,24.01,0.000418854,24.01,-0.00645182
24.012,7.44955,24.012,0.00457478,24.012,0.000384762,24.012,-0.00666499
24.014,7.34924,24.014,0.00460334,24.014,0.000418854,24.014,-0.00664975
24.016,7.2473,24.016,0.00453962,24.016,0.000467558,24.016,-0.00657277
24.018,7.14373,24.018,0.00443635,24.018,0.000443206,24.018,-0.00653115
24.02,7.03857,24.02,0.00432209,24.02,0.000457818,24.02,-0.00642229
24.022,6.93183,24.022,0.00420343,24.022,0.000399373,24.022,-0.00636763
24.024,6.82354,24.024,0.00408039,24.024,0.000345798,24.024,-0.00629869
24.026,6.71372,24.026,0.00380792,24.026,0.000292224,24.026,-0.00603182
24.028,6.6024,24.028,0.00364972,24.028,0.000253261,24.028,-0.00590113
24.03,6.4896,24.03,0.00346514,24.03,0.000194816,24.03,-0.00578051
24.032,6.37535,24.032,0.00326299,24.032,0.000155853,24.032,-0.00563097
24.034,6.25967,24.034,0.00302348,24.034,0.000146112,24.034,-0.00544279
24.036,6.14258,24.036,0.00233353,24.036,0.000131501,24.036,-0.00505214
24.038,6.02411,24.038,0.000872328,24.038,7.31E-05,24.038,-0.00452625
24.04,5.90429,24.04,0.000371344,24.04,5.36E-05,24.04,-0.00435723
24.042,5.78315,24.042,-3.08E-05,24.042,4.87E-05,24.042,-0.00416418
24.044,5.66071,24.044,-0.000329595,24.044,6.82E-05,24.044,-0.00394678
24.046,5.53699,24.046,-0.000698741,24.046,0.000180205,24.046,-0.00345777
24.048,5.41203,24.048,-0.000793225,24.048,0.00024839,24.048,-0.00321051
24.05,5.28586,24.05,-0.000865736,24.05,0.000263002,24.05,-0.00301683
24.052,5.15849,24.052,-0.000958023,24.052,0.000224038,24.052,-0.00287672
24.054,5.02996,24.054,-0.00111183,24.054,0.00024352,24.054,-0.00268759
24.056,4.9003,24.056,-0.00159524,24.056,0.000204557,24.056,-0.00239669
24.058,4.76954,24.058,-0.00230936,24.058,0.000194816,24.058,-0.00210484
24.06,4.6377,24.06,-0.00273564,24.06,0.000209427,24.06,-0.00195828
24.062,4.50481,24.062,-0.00313555,24.062,0.000165594,24.062,-0.00186074
24.064,4.37091,24.064,-0.00346954,24.064,9.74E-05,24.064,-0.00179698
24.066,4.23602,24.066,-0.003742,24.066,9.25E-05,24.066,-0.0016699
24.068,4.10018,24.068,-0.00432209,24.068,7.31E-05,24.068,-0.00128412
24.07,3.9634,24.07,-0.00442976,24.07,4.87E-05,24.07,-0.00117652
24.072,3.82573,24.072,-0.00446491,24.072,-2.44E-05,24.072,-0.0011459
24.074,3.68719,24.074,-0.00441438,24.074,-0.000107149,24.074,-0.0011156
24.076,3.54782,24.076,-0.00432868,24.076,-0.000189946,24.076,-0.0010853
24.078,3.40765,24.078,-0.00413971,24.078,-0.000253261,24.078,-0.000856448
24.08,3.2667,24.08,-0.00411335,24.08,-0.000267872,24.08,-0.000776811
24.082,3.125,24.082,-0.00411115,24.082,-0.000326317,24.082,-0.000778707
24.084,2.9826,24.084,-0.00411554,24.084,-0.000409114,24.084,-0.00081438
24.086,2.83952,24.086,-0.00409137,24.086,-0.000521133,24.086,-0.000898125
24.088,2.69579,24.088,-0.00370245,24.088,-0.000769523,24.088,-0.00113709
24.09,2.55145,24.09,-0.00350909,24.09,-0.000798746,24.09,-0.00116631
24.092,2.40652,24.092,-0.00329375,24.092,-0.000803616,24.092,-0.00118061
24.094,2.26104,24.094,-0.00306963,24.094,-0.000881542,24.094,-0.00128681
24.096,2.11505,24.096,-0.00245219,24.096,-0.0010033,24.096,-0.00149339
24.098,1.96857,24.098,-0.00207205,24.098,-0.00110071,24.098,-0.00165677
24.1,1.82163,24.1,-0.00166775,24.1,-0.0011348,24.1,-0.00177569
24.102,1.67428,24.102,-0.00130739,24.102,-0.0011348,24.102,-0.00186994
24.104,1.52654,24.104,-0.000962417,24.104,-0.00111532,24.104,-0.00195413
24.106,1.37845,24.106,-0.000191165,24.106,-0.00104227,24.106,-0.00212612
24.108,1.23003,24.108,0.000678966,24.108,-0.00107149,24.108,-0.00244751
24.11,1.08133,24.11,0.00106569,24.11,-0.00104714,24.11,-0.00258338
24.112,0.932367,24.112,0.00134694,24.112,-0.000939987,24.112,-0.00263645
24.114,0.783188,24.114,0.00153811,24.114,-0.000803616,24.114,-0.00266973
24.116,0.63382,24.116,0.00172268,24.116,-0.00073056,24.116,-0.00277574
24.118,0.484298,24.118,0.00194681,24.118,-0.000686726,24.118,-0.00291098
24.12,0.334655,24.12,0.00255326,24.12,-0.00061367,24.12,-0.00321492
24.122,0.184925,24.122,0.00281254,24.122,-0.000462688,24.122,-0.00325243
24.124,0.035141,24.124,0.00308501,24.124,-0.000292224,24.124,-0.00327046
24.126,-0.114663,24.126,0.00335088,24.126,-0.00012176,24.126,-0.00328849
24.128,-0.264454,24.128,0.00362335,24.128,1.95E-05,24.128,-0.00332632
24.13,-0.414198,24.13,0.00420343,24.13,0.000209427,24.13,-0.00349452
24.132,-0.563861,24.132,0.00465388,24.132,0.000501651,24.132,-0.00368296
24.134,-0.71341,24.134,0.0047176,24.134,0.000540614,24.134,-0.00378537
24.136,-0.862811,24.136,0.00468025,24.136,0.000623411,24.136,-0.00382509
24.138,-1.01203,24.138,0.00456379,24.138,0.000662374,24.138,-0.00389923
24.14,-1.16103,24.14,0.00427375,24.14,0.00073543,24.14,-0.00399582
24.142,-1.30979,24.142,0.00414191,24.142,0.000759782,24.142,-0.00399974
24.144,-1.45826,24.144,0.00404523,24.144,0.000793875,24.144,-0.0039468
24.146,-1.60642,24.146,0.0039881,24.146,0.000871802,24.146,-0.00379347
24.148,-1.75423,24.148,0.00395294,24.148,0.000925376,24.148,-0.0036268
24.15,-1.90166,24.15,0.00382989,24.15,0.00107149,24.15,-0.0031791
24.152,-2.04867,24.152,0.00353985,24.152,0.00104714,24.152,-0.00282646
24.154,-2.19523,24.154,0.00330694,24.154,0.00101304,24.154,-0.0026532
24.156,-2.34131,24.156,0.00302568,24.156,0.00105201,24.156,-0.00238805
24.158,-2.48688,24.158,0.00270268,24.158,0.00109584,24.158,-0.00208974
24.16,-2.63189,24.16,0.00234232,24.16,0.00107636,24.16,-0.00185475
24.162,-2.77633,24.162,0.00192703,24.162,0.00107149,24.162,-0.00157688
24.164,-2.92016,24.164,0.00096022,24.164,0.00105201,24.164,-0.000955476
24.166,-3.06333,24.166,0.000435065,24.166,0.00102765,24.166,-0.00063111
24.168,-3.20583,24.168,-5.05E-05,24.168,0.00101304,24.168,-0.000278154
24.17,-3.34763,24.17,-0.000435065,24.17,0.00096921,24.17,4.56E-05
24.172,-3.48867,24.172,-0.000755871,24.172,0.000886413,24.172,0.00033035
